id,name,ascii,alt_name,lat,long,feat_class,feat_code,country,cc2,admin1,admin2,admin3,admin4,population,elevation,dem,tz,modified_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881791,Abbotsford,Abbotsford,Abbotsford,YXX,Абботсфорд,49.05798,-122.25257,P,PPL,CA,,2,5957659,,,151683,,114,America/Vancouver,2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882142,Acton Vale,Acton Vale,,45.65007,-72.56582,P,PPL,CA,,10,16,,,5135,,90,America/Montreal,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882799,Airdrie,Airdrie,Erdri,ai er de li,ayrdray,ayrdry,eeodeuli,Ердри,إيردراي,ائرڈرائ,ایردری,艾尔德里,에어드리,51.30011,-114.03528,P,PPL,CA,,1,,,,24673,,1086,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4532493,Catoosa,Catoosa,,36.18899,-95.74582,P,PPL,US,,OK,131,,,7151,190,193,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533029,Chickasha,Chickasha,CHK,35.05256,-97.93643,P,PPLA2,US,,OK,51,,,16036,333,337,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533130,Choctaw,Choctaw,,35.49756,-97.26892,P,PPL,US,,OK,109,,,11146,350,353,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533580,Claremore,Claremore,,36.3126,-95.61609,P,PPLA2,US,,OK,131,,,18581,182,187,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533738,Clinton,Clinton,CSM,Klinton,Клинтон,35.51561,-98.96731,P,PPL,US,,OK,39,,,9033,477,482,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533909,Collinsville,Collinsville,Kollinsvil',Коллинсвиль,36.36454,-95.83888,P,PPL,US,,OK,143,,,5606,195,198,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534386,Coweta,Coweta,,35.95177,-95.65081,P,PPL,US,,OK,145,,,9943,201,205,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534659,Cushing,Cushing,CUH,35.98506,-96.76697,P,PPL,US,,OK,119,,,7826,285,289,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534934,Del City,Del City,,35.44201,-97.44087,P,PPL,US,,OK,109,,,21332,366,372,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535389,Duncan,Duncan,DUC,Dunkan,Дункан,34.5023,-97.95781,P,PPLA2,US,,OK,137,,,23431,342,348,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535414,Durant,Durant,DUA,drnt, aklahma,درنت، اکلاهما,33.99399,-96.37082,P,PPLA2,US,,OK,13,,,15856,194,199,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535740,Edmond,Edmond,Ehdmon,Ehdmond,Ehdmont,admnd, aklahma,edeumeondeu,edomondo,Эдмон,Эдмонд,Эдмонт,ادمند، اکلاهما,エドモンド,에드먼드,35.65283,-97.4781,P,PPL,US,,OK,109,,,81405,367,372,America/Chicago,2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535783,El Reno,El Reno,,35.53227,-97.95505,P,PPLA2,US,,OK,17,,,16749,414,420,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535823,Elk City,Elk City,ELK,35.41199,-99.40426,P,PPL,US,,OK,9,,,11693,585,590,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535961,Enid,Enid,Ehnid,Inid,WDG,aynyd, aklahma,Инид,Энид,اینید، اکلاهما,36.39559,-97.87839,P,PPLA2,US,,OK,47,,,49379,378,388,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4537641,Glenpool,Glenpool,,35.95537,-96.00888,P,PPL,US,,OK,143,,,10808,215,219,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538126,Grove,Grove,,36.59369,-94.76912,P,PPL,US,,OK,41,,,6623,236,240,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538142,Guthrie,Guthrie,GOK,Gazri,Guthrie,gatry, aklahma,Газри,گاتری، اکلاهما,35.87894,-97.42532,P,PPLA2,US,,OK,83,,,10191,299,307,America/Chicago,2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538346,Harrah,Harrah,,35.48951,-97.16364,P,PPL,US,,OK,109,,,5095,337,340,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538577,Henryetta,Henryetta,,35.43983,-95.98194,P,PPL,US,,OK,111,,,5927,209,211,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538869,Holdenville,Holdenville,,35.08036,-96.39918,P,PPLA2,US,,OK,63,,,5771,264,267,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539145,Hugo,Hugo,HUJ,34.01066,-95.50968,P,PPLA2,US,,OK,23,,,5310,166,169,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539224,Idabel,Idabel,,33.89566,-94.82633,P,PPLA2,US,,OK,89,,,7010,144,150,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539615,Jenks,Jenks,,36.02287,-95.96833,P,PPL,US,,OK,143,,,16924,188,191,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540737,Lawton,Lawton,LAW,Lavton,Lawton,Loton,Louton,lao dun,loteon,ltn, aklahma,roton,Лавтон,Лотон,Лоутон,لتن، اکلاهما,ロートン,劳顿,로턴,34.60869,-98.39033,P,PPLA2,US,,OK,31,,,96867,339,342,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541625,Lone Grove,Lone Grove,,34.17537,-97.26279,P,PPL,US,,OK,19,,,5054,289,295,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542367,McAlester,McAlester,MLC,Mak Alester,mklystr, aklahma,Мак Алестер,مکلیستر، اکلاهما,34.93343,-95.76971,P,PPLA2,US,,OK,121,,,18383,224,225,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542692,Miami,Miami,MIO,Majami,Майами,36.87451,-94.87746,P,PPLA2,US,,OK,115,,,13570,242,247,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542765,Midwest City,Midwest City,,35.44951,-97.3967,P,PPL,US,,OK,109,,,54371,382,386,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542975,Moore,Moore,Mur,Мур,35.33951,-97.4867,P,PPL,US,,OK,27,,,55081,382,385,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543338,Muskogee,Muskogee,MKO,Maskodzh,Maskogi,ma si ke ji,maskwwgy, aklahma,meoseukoji,Маскоги,Маскодж,ماسکووگی، اکلاهما,馬斯科吉,머스코지,35.74788,-95.36969,P,PPLA2,US,,OK,101,,,39223,184,191,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543352,Mustang,Mustang,,35.38423,-97.72449,P,PPL,US,,OK,17,,,17395,411,416,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543622,Newcastle,Newcastle,,35.24729,-97.59976,P,PPL,US,,OK,87,,,7685,364,372,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543733,Noble,Noble,,35.13924,-97.39475,P,PPL,US,,OK,27,,,6481,364,367,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543762,Norman,Norman,Norman,OUN,noman,nomeon,normana,nuo man,nwrmn, aklahma,Норман,نورمن، اکلاهما,नॉर्मन,ノーマン,諾曼,노먼,35.22257,-97.43948,P,PPLA2,US,,OK,27,,,110925,357,361,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544349,Oklahoma City,Oklahoma City,Cathair Oklahoma,Dinas Oklahoma,Gorad Aklakhoma-Sici,Kota Oklahoma,Lungsod ng Oklahoma,Ma'xepono'e,Ma'xepóno'e,OKC,Oklachoma Siti,Oklahoma Ceety,Oklahoma City,Oklahoma Sitis,Oklahoma llaqta,Oklahomasitija,Oklahomaurbo,Oklakhoma,Oklakhoma Siti,Oklakhoma-Siti,Oklakhomae-Siti,Oklaxoma Shehiri,aklahwma syty,ao ke la he ma shi,awklahwma syty, awklahwma,okeullahomasiti,oklahoma nakaram,oklahoma siti,oklahoma-siti,okurahomashiti,xo khla ho ma si ti,Οκλαχόμα Σίτι,Горад Аклахома-Сіці,Оклахомæ-Сити,Оклахома,Оклахома Сити,Оклахома-Сити,Оклахома-Сіті,Օկլահոմա Սիթի,אוקלהומה סיטי,أوكلاهوما سيتي، أوكلاهوما,اوکلاہوما شہر، اوکلاہوما,اکلاهوما سیتی,ओक्लाहोमा सिटी,ஓக்லஹோமா நகரம்,โอคลาโฮมาซิตี,ოკლაჰომა-სიტი,ოქლაჰომა-სითი,オクラホマシティ,奧克拉荷馬市,오클라호마시티,35.46756,-97.51643,P,PPLA,US,,OK,109,,,579999,366,395,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,
4544383,Okmulgee,Okmulgee,OKM,35.62344,-95.96055,P,PPLA2,US,,OK,111,,,12321,207,211,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547407,Owasso,Owasso,,36.26954,-95.85471,P,PPL,US,,OK,143,,,28915,186,188,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547690,Pauls Valley,Pauls Valley,,34.74008,-97.22225,P,PPLA2,US,,OK,49,,,6187,266,273,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547861,Perry,Perry,,36.28949,-97.2881,P,PPLA2,US,,OK,103,,,5126,308,312,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547969,Piedmont,Piedmont,,35.642,-97.74643,P,PPL,US,,OK,17,,,5720,363,368,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548267,Ponca City,Ponca City,PNC,Ponka Siti,pang ka cheng,panka syty, aklahma,Понка Сити,پانکا سیتی، اکلاهما,庞卡城,36.70698,-97.08559,P,PPL,US,,OK,71,,,25387,308,315,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548363,Poteau,Poteau,RKR,35.05371,-94.62356,P,PPLA2,US,,OK,79,,,8520,149,153,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548516,Pryor,Pryor,,36.30843,-95.31691,P,PPLA2,US,,OK,97,,,8708,192,195,America/Chicago,2011-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548560,Purcell,Purcell,,35.01368,-97.36114,P,PPLA2,US,,OK,87,,,5884,335,341,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550374,Sallisaw,Sallisaw,,35.46037,-94.78745,P,PPLA2,US,,OK,135,,,8880,162,165,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550659,Sand Springs,Sand Springs,,36.13981,-96.10889,P,PPL,US,,OK,143,,,18906,206,212,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550881,Sapulpa,Sapulpa,,35.9987,-96.11417,P,PPLA2,US,,OK,37,,,20544,218,223,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551042,Seminole,Seminole,,35.22452,-96.67057,P,PPL,US,,OK,133,,,7488,272,275,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551177,Shawnee,Shawnee,SNL,Shauni,Shavni,Shouni,Sounija,shny, aklahma,shoni,syoni,Šounija,Шавни,Шауні,Шоуни,شنی، اکلاهما,ショーニー,쇼니,35.32729,-96.9253,P,PPLA2,US,,OK,125,,,29857,323,326,America/Chicago,2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551408,Skiatook,Skiatook,,36.36842,-96.00138,P,PPL,US,,OK,113,,,7397,197,198,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552215,Stillwater,Stillwater,SWO,Stilgouoter,Stilluateh,astylwtr, aklahma,seutil-woteo,stilavotara,sutiruu~ota,Στίλγουοτερ,Стиллуатэ,استیلوتر، اکلاهما,स्टिलवॉटर,スティルウォーター,스틸워터,36.11561,-97.05837,P,PPLA2,US,,OK,119,,,45688,273,277,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552707,Tahlequah,Tahlequah,Takhlguakh,tahlkwah, aklahma,tallekwa,Тахлгуах,تاهلکواه، اکلاهما,ᏓᎵᏆ,탈레콰,35.91537,-94.96996,P,PPLA2,US,,OK,21,,,15753,243,249,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552820,Tecumseh,Tecumseh,,35.25785,-96.93669,P,PPL,US,,OK,125,,,6457,330,336,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552969,The Village,The Village,,35.56089,-97.55143,P,PPL,US,,OK,109,,,8929,372,376,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553433,Tulsa,Tulsa,"T""lsa",TUL,Talsa,Tulsa,tarusa,tu er sa,Талса,Тълса,タルサ,圖爾薩,36.15398,-95.99278,P,PPLA2,US,,OK,143,,,391906,220,226,America/Chicago,2012-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553574,Tuttle,Tuttle,,35.29089,-97.81227,P,PPL,US,,OK,51,,,6019,402,405,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554496,Vinita,Vinita,,36.63869,-95.15413,P,PPLA2,US,,OK,35,,,5743,214,215,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554548,Wagoner,Wagoner,,35.95954,-95.36941,P,PPLA2,US,,OK,145,,,8323,180,187,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554687,Warr Acres,Warr Acres,,35.52256,-97.61893,P,PPL,US,,OK,109,,,10043,399,406,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554800,Watonga,Watonga,,35.84477,-98.41313,P,PPLA2,US,,OK,11,,,5111,462,466,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554858,Weatherford,Weatherford,,35.52616,-98.70757,P,PPL,US,,OK,39,,,10833,504,508,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556050,Woodward,Woodward,WWR,36.43365,-99.39039,P,PPLA2,US,,OK,153,,,12051,582,589,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556165,Yukon,Yukon,Jukon,Юкон,35.50672,-97.76254,P,PPL,US,,OK,17,,,22709,393,403,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556793,Brookhaven,Brookhaven,,39.86928,-75.38241,P,PPL,US,,PA,45,,,8006,30,31,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556802,Broomall,Broomall,,39.9815,-75.35658,P,PPL,US,,PA,45,,,10789,107,112,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557109,Chambersburg,Chambersburg,,39.93759,-77.6611,P,PPLA2,US,,PA,55,,,20268,188,191,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557137,Chester,Chester,Chester,chstr, pnsylwanya,Честер,چستر، پنسیلوانیا,39.84956,-75.35575,P,PPL,US,,PA,45,,,33972,4,7,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557228,Clifton Heights,Clifton Heights,,39.92928,-75.2963,P,PPL,US,,PA,45,,,6652,49,52,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557247,Coatesville,Coatesville,CTH,Koutsvil,kwtsfyl,kwtswyl, pnsylwanya,Коутсвил,كوتسفيل,کوتسویل، پنسیلوانیا,39.98316,-75.82384,P,PPL,US,,PA,29,,,13100,97,99,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557287,Collingdale,Collingdale,,39.91178,-75.27713,P,PPL,US,,PA,45,,,8786,30,35,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557485,Darby,Darby,,39.91845,-75.25907,P,PPL,US,,PA,45,,,10687,15,18,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557606,Drexel Hill,Drexel Hill,,39.94706,-75.29213,P,PPL,US,,PA,45,,,28043,75,77,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557717,East York,East York,,39.97371,-76.68636,P,PPL,US,,PA,133,,,8777,127,129,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558002,Folsom,Folsom,,39.88983,-75.32519,P,PPL,US,,PA,45,,,8323,31,34,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558004,Folcroft,Folcroft,,39.89095,-75.2838,P,PPL,US,,PA,45,,,6606,22,23,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558183,Gettysburg,Gettysburg,GTY,Getisburg,gai ci bao,getijeubeogeu,getisubagu,ket tis beirk,Гетисбърг,เกตตีสเบิร์ก,ゲティスバーグ,蓋茨堡,게티즈버그,39.83093,-77.2311,P,PPLA2,US,,PA,1,,,7620,162,166,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558247,Glenolden,Glenolden,,39.90011,-75.28907,P,PPL,US,,PA,45,,,7153,28,32,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558475,Hanover,Hanover,,39.80066,-76.98304,P,PPL,US,,PA,133,,,15289,183,188,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558942,Kennett Square,Kennett Square,,39.84678,-75.7116,P,PPL,US,,PA,29,,,6072,116,120,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559077,Lansdowne,Lansdowne,,39.93817,-75.27185,P,PPL,US,,PA,45,,,10620,40,43,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559575,Media,Media,,39.91678,-75.38769,P,PPLA2,US,,PA,45,,,5327,87,88,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559685,Millersville,Millersville,,39.99788,-76.35413,P,PPL,US,,PA,71,,,8168,99,100,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560057,Norwood,Norwood,,39.89178,-75.29963,P,PPL,US,,PA,45,,,5890,27,29,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560185,Oxford,Oxford,Oksford,Оксфорд,39.78539,-75.97883,P,PPL,US,,PA,29,,,5077,171,172,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
